Full Product Name,Brand,Name,Speed,Control,Stiffness,Overall,Price,Ratings
Tibhar Drinkhall Allround Classic,Tibhar,Drinkhall Allround Classic,6.9,9.4,3.3,8.9,$50.00,5
Tibhar Drinkhall Power Spin Carbon,Tibhar,Drinkhall Power Spin Carbon,9.4,9,3.3,9.5,$135.00,7
Tibhar Dynamic 7 Contact,Tibhar,Dynamic 7 Contact,5.5,5.5,5,9.5,$35.00,1
Tibhar Furious,Tibhar,Furious,8.4,9,5,9.1,$58.00,3
Tibhar H-1-9,Tibhar,H-1-9,9.6,8.1,7,8.7,$223.00,5
Tibhar H-3-9,Tibhar,H-3-9,8,6.5,5.5,8.9,$149.00,9
Tibhar Ikarus ALX,Tibhar,Ikarus ALX,8.4,8.9,4.7,9.4,$70.00,7
Tibhar Illusion Killer,Tibhar,Illusion Killer,9.1,8.8,5.3,9.1,$100.00,9
Tibhar Inferno,Tibhar,Inferno,8.4,8.2,6.3,8.4,$38.00,6
Tibhar IV-L,Tibhar,IV-L,7.5,9,6,9,$36.00,2
Tibhar IV-L Balsa,Tibhar,IV-L Balsa,7.4,8.7,3.8,8.5,$35.00,5
Tibhar IV-S,Tibhar,IV-S,8.5,7.5,7,,$28.00,2
Tibhar IV-S SGS,Tibhar,IV-S SGS,8.8,8.9,5,8.8,$45.00,8
Tibhar Karas OFF,Tibhar,Karas OFF,9.3,8.4,5.3,9.5,$100.00,9
Tibhar KS Kinetic Speed,Tibhar,KS Kinetic Speed,10,7.5,6,8.5,$250.00,2
Tibhar Lebesson,Tibhar,Lebesson,8.4,9,4,9.2,$49.00,12
Tibhar Marcos Freitas,Tibhar,Marcos Freitas,9.8,7.8,7,9.4,$129.00,3
Tibhar Match,Tibhar,Match,6.8,8.1,5.6,7.4,$35.00,7
Tibhar Moonlight Killer,Tibhar,Moonlight Killer,8.4,9.5,5,9.2,$40.00,1
Tibhar Nimbus Allround,Tibhar,Nimbus Allround,7.5,8.7,3.7,8.6,$46.00,3
Tibhar Nimbus Offensive,Tibhar,Nimbus Offensive,8.7,7.3,6,8,$46.00,3
Tibhar Nimbus VIP,Tibhar,Nimbus VIP,9.1,8,7,8.7,$57.00,8
Tibhar Patrick Chila,Tibhar,Patrick Chila,7.4,7.8,4,7.6,$36.00,8
Tibhar Phantom X,Tibhar,Phantom X,9.5,8.4,7.7,9,$80.00,11
Tibhar Power 40,Tibhar,Power 40,8.3,7.9,6,8.7,$45.00,2
Tibhar Rapid Carbon,Tibhar,Rapid Carbon,8.8,8.1,6,9,$73.00,4
Tibhar Red Cypress,Tibhar,Red Cypress,8.8,9.1,6.2,9.4,$63.00,13
Tibhar Ronin 6,Tibhar,Ronin 6,8.8,8.7,5,8,$55.00,1
Tibhar Ronin CB,Tibhar,Ronin CB,9.6,9.1,,9.7,$85.00,1
Tibhar Samsonov Alpha,Tibhar,Samsonov Alpha,7.8,8.5,5.3,8.7,$38.00,24
Tibhar Samsonov Alpha SGS,Tibhar,Samsonov Alpha SGS,7.8,8.5,3.6,8.7,$55.00,8
Tibhar Samsonov Carbon,Tibhar,Samsonov Carbon,9,8,7.6,8.5,$50.00,13
Tibhar Samsonov Force Pro,Tibhar,Samsonov Force Pro,9,8.8,5.7,9.4,$60.00,13
Tibhar Samsonov Force Pro Black Edition,Tibhar,Samsonov Force Pro Black Edition,9.3,9.3,4.2,9.5,$48.00,33
Tibhar Samsonov Limited Edition 25,Tibhar,Samsonov Limited Edition 25,9.3,9.5,,9.5,$120.00,1
Tibhar Samsonov Premium Contact,Tibhar,Samsonov Premium Contact,8,8.7,4.8,9.1,$55.00,13
Tibhar Samsonov Pure Wood,Tibhar,Samsonov Pure Wood,7.5,9,7,8.9,$50.00,1
Tibhar Samsonov Techno Power Contact,Tibhar,Samsonov Techno Power Contact,6.9,8.6,5,9.7,$50.00,4
Tibhar Sensitec Icon,Tibhar,Sensitec Icon,7.9,9.3,4.5,8.5,$56.00,4
Tibhar Sensitec Sigma,Tibhar,Sensitec Sigma,9,8.5,6.4,9.1,$71.00,7
Tibhar Sensitec Xeon,Tibhar,Sensitec Xeon,7.2,8.8,5,8.4,$56.00,6
Tibhar Smash,Tibhar,Smash,7.1,8.5,5,8.1,$20.00,2
Tibhar Stratus Power Defense,Tibhar,Stratus Power Defense,6.9,8.7,5,9.1,$40.00,8
Tibhar Stratus Power Wood,Tibhar,Stratus Power Wood,8.9,9.3,5,9.5,$39.00,92
Tibhar Stratus Samsonov Carbon,Tibhar,Stratus Samsonov Carbon,9,8.9,4.7,9.4,$68.00,20
Tibhar Texo ALL,Tibhar,Texo ALL,7.5,9.5,4,9,$46.00,2
Tibhar Texo C7,Tibhar,Texo C7,9.1,8.4,5.4,8.6,$105.00,5
Tibhar Texo OFF,Tibhar,Texo OFF,7.6,8.6,3.5,8.5,$75.00,4
Tibhar Tibhar Champ,Tibhar,Tibhar Champ,7.7,8.2,5,7.9,$39.00,1
Tibhar Triple Carbon,Tibhar,Triple Carbon,9.2,7.8,8.4,9,$56.00,9
Tibhar VS Unlimited,Tibhar,VS Unlimited,9.6,9.6,7,9.6,$170.00,2
TSP Altero,TSP,Altero,9.1,8.8,5.4,9.3,$90.00,10
TSP Arsnova,TSP,Arsnova,9,9.3,5,9.8,$35.00,4
TSP Award Defensive,TSP,Award Defensive,7.3,9.7,5,9.5,$55.00,3
TSP Award Offensive,TSP,Award Offensive,8.4,9,3.2,9,$45.00,13
TSP Balsa 2.5 DEF Fitter,TSP,Balsa 2.5 DEF Fitter,4.5,8.7,1,8.7,$65.00,7
TSP Balsa 2.5 Defence,TSP,Balsa 2.5 Defence,5,9.5,1.6,9.3,$60.00,11
TSP Balsa 3.5 DEF+,TSP,Balsa 3.5 DEF+,5.2,9.5,3.5,9.5,$65.00,10
TSP Balsa 4.5 ALL,TSP,Balsa 4.5 ALL,7.5,9.5,5.5,9.4,$65.00,10
TSP Balsa 4.5 ALL Fitter,TSP,Balsa 4.5 ALL Fitter,7.3,8.9,4.5,8.8,$65.00,6
TSP Balsa 5.5 ALL+,TSP,Balsa 5.5 ALL+,8.6,9.1,5.7,9.2,$65.00,14
TSP Balsa 5.5 Fitter,TSP,Balsa 5.5 Fitter,9,9.1,5.7,9.2,$55.00,6
TSP Balsa 6.5 OFF,TSP,Balsa 6.5 OFF,9.3,9.5,5.8,9.5,$55.00,12
TSP Balsa 6.5 OFF Fitter,TSP,Balsa 6.5 OFF Fitter,9.2,9,5,9,$50.00,6
TSP Balsa 8.5 Top Speed,TSP,Balsa 8.5 Top Speed,9.5,9,8.8,9.5,$65.00,8
TSP Balsa Plus 6.5,TSP,Balsa Plus 6.5,8.7,8.5,7.3,9.4,$95.00,4
TSP Balsa Plus 8.5 SR,TSP,Balsa Plus 8.5 SR,8.5,7,3,8,$85.00,1
TSP Balsa Plus Offensive 85,TSP,Balsa Plus Offensive 85,9.3,8.2,4.5,8.8,$95.00,5
TSP Barricio,TSP,Barricio,8.7,9,5,8.9,$68.00,3
TSP Besty,TSP,Besty,8.5,8.8,5,8,$100.00,1
TSP Besty Fl,TSP,Besty Fl,9.8,8.6,10,,$170.00,1
TSP Black Balsa 3.0,TSP,Black Balsa 3.0,4.4,9.7,1.9,9.5,$56.00,9
TSP Black Balsa 5.0,TSP,Black Balsa 5.0,7,9.5,4,9.4,$65.00,10
TSP Black Balsa 6.0,TSP,Black Balsa 6.0,6,7,5,6,$60.00,1
TSP Black Balsa 7.0,TSP,Black Balsa 7.0,9.2,9.4,6.3,9.5,$42.00,18
TSP Blazze OFF-,TSP,Blazze OFF-,9,9,5,9,$55.00,1
TSP Blazze Soft Touch OFF,TSP,Blazze Soft Touch OFF,8.8,9.1,5,9.9,$50.00,1
TSP Blazze Soft Touch OFF+,TSP,Blazze Soft Touch OFF+,9.7,7.8,10,9.3,$70.00,1
TSP Blockman,TSP,Blockman,6,9,5,9,$75.00,1
TSP Break-11,TSP,Break-11,9.5,8.8,7.5,9.3,$120.00,2
TSP Break-9,TSP,Break-9,8.8,10,7,10,$150.00,1
TSP Campione,TSP,Campione,9,8.6,7,9.3,$100.00,2
TSP Defense Classic,TSP,Defense Classic,7.2,9.2,3.7,9.4,$45.00,8
TSP Euro Feeling,TSP,Euro Feeling,8.4,9.4,4,9.5,$45.00,11
TSP Euro Power OFF,TSP,Euro Power OFF,9.2,9.5,5.3,9.5,$63.00,8
TSP Fusion ALL+,TSP,Fusion ALL+,8.5,9.5,,9.5,$65.00,1
TSP Gaia,TSP,Gaia,9,9.6,1.9,9.2,$48.00,9
TSP Hino-Carbon Power,TSP,Hino-Carbon Power,9.1,8.4,6.1,9,$100.00,15
TSP Hino-Carbon Speed,TSP,Hino-Carbon Speed,8.8,8.5,5,,$100.00,1
TSP Kanjo Feeling ALL+,TSP,Kanjo Feeling ALL+,6.5,9,3,8,,1
TSP Lightness,TSP,Lightness,5.5,8.5,5,7.5,$40.00,1
TSP New Spin,TSP,New Spin,9.5,8.5,7,9,$60.00,1
TSP Phoenix Fire OFF,TSP,Phoenix Fire OFF,9.6,8,7,8,$75.00,1
TSP PURE HINOKI,TSP,PURE HINOKI,,,,,$90.00,1
TSP Reflex 50 Award ALL,TSP,Reflex 50 Award ALL,7.3,9.6,2.6,9.5,$35.00,9
TSP Reflex 50 Award OFF,TSP,Reflex 50 Award OFF,8.6,9.3,5,9.5,$32.00,15
TSP Reflex 50 Award OFF Light,TSP,Reflex 50 Award OFF Light,8.5,8,5,8.6,$24.00,2
TSP Reflex Allround,TSP,Reflex Allround,7,8,3,8,$47.00,1
TSP Reflex Offensive,TSP,Reflex Offensive,8.5,9.6,7,9.8,$59.00,1
TSP Standard,TSP,Standard,6,9,5,8,$30.00,1
TSP Superblade Neo,TSP,Superblade Neo,9.3,9.1,7,9.6,$80.00,3
TSP Swat,TSP,Swat,8.2,8.4,6.3,8.5,$47.00,3
TSP Swat 5PW,TSP,Swat 5PW,6,10,3,9,$42.00,1
TSP Swat Carbon,TSP,Swat Carbon,8.2,9.7,6.3,9.5,$62.00,3
TSP Swat Power,TSP,Swat Power,9.3,9.6,6,9.7,$90.00,2
TSP Texas,TSP,Texas,8,8,5,9,$85.00,1
TSP Thriller Soft Touch ALL,TSP,Thriller Soft Touch ALL,7.5,9.5,5,9,$65.00,2
TSP Thriller Soft Touch OFF,TSP,Thriller Soft Touch OFF,9,8.9,6.6,9.3,$65.00,5
TSP Trinity Carbon,TSP,Trinity Carbon,9,9.2,5.8,9.5,$75.00,9
TSP Versal,TSP,Versal,7.5,8,5,9,$50.00,2
TSP Victas Koji Matsushita,TSP,Victas Koji Matsushita,6.5,9.1,3.6,9.2,$75.00,9
TSP X Series Defensive Combi,TSP,X Series Defensive Combi,5.4,9.7,3,9.5,$33.00,6
TSP X Series Offensive,TSP,X Series Offensive,7.9,9.3,5,9.1,$65.00,1
TSP X Series Offensive Carbon,TSP,X Series Offensive Carbon,8.8,9,5,,$75.00,1
TSP Yanagi Alpha,TSP,Yanagi Alpha,5.6,10,7,9.2,$60.00,1
TTL Sypachevskii,TTL,Sypachevskii,7,8,7,9,$65.00,1
TTMaster Evolutive Defense,TTMaster,Evolutive Defense,5.3,6.8,5,5.5,,3
Tulpe 7007,Tulpe,7007,7.9,9,6,8.1,$20.00,5
Tulpe 701,Tulpe,701,8,8.3,7,8,$20.00,3
Tulpe T7007,Tulpe,T7007,9.9,10,5,10,$28.00,2
Tulpe T-7010,Tulpe,T-7010,9,9,10,9.4,$68.00,1
Tuttle Psychic,Tuttle,Psychic,9,8.8,5,9,,1
Uberpong Blade,Uberpong,Blade,5.5,5,4,3.5,$30.00,2
Ulmo D.Tector,Ulmo,D.Tector,5,9,3,,$45.00,1
Uniker KOOL Crystal Carbon,Uniker,KOOL Crystal Carbon,8,8,3,,$59.00,2
Victas Dynawood,Victas,Dynawood,9,9.5,5,9,$135.00,1
Victas Fire Fall AC,Victas,Fire Fall AC,9.4,9.2,6.1,9.5,$101.00,10
Victas Fire Fall FC,Victas,Fire Fall FC,8.5,9.4,5,9.5,$101.00,21
Victas Fire Fall HC,Victas,Fire Fall HC,8.8,9.1,5,9.1,$180.00,1
Victas Fire Fall VC,Victas,Fire Fall VC,9.5,9.4,7.2,9.4,$140.00,12
Victas Koji Matsushita,Victas,Koji Matsushita,6.2,9.6,2.6,9.5,$95.00,14
Victas Koji Matsushita Defensive,Victas,Koji Matsushita Defensive,5,9.7,2.9,9.6,$107.00,10
Victas Koji Matsushita Offensive,Victas,Koji Matsushita Offensive,8.2,9.2,6.2,9.5,$107.00,7
Victas Koji Matsushita Special,Victas,Koji Matsushita Special,7.4,9.2,4,8.6,$110.00,2
Victas Koki Niwa,Victas,Koki Niwa,9.3,9,7.6,9.2,$180.00,5
Victas Quartet AFC,Victas,Quartet AFC,8.8,9.6,5,9.6,$140.00,7
Victas Quartet Hold,Victas,Quartet Hold,8.8,9,5,9.2,$101.00,1
Victas Quartet II Speed,Victas,Quartet II Speed,9,8.8,7,9.8,$101.00,1
Victas Quartet Speed,Victas,Quartet Speed,10,8,7,10,$101.00,1
Victas Quartet VFC,Victas,Quartet VFC,9.8,6.8,7,9,$150.00,1
Victas Yuto Muramatsu,Victas,Yuto Muramatsu,8.7,9.1,7,9.9,$120.00,1
Vodak Diolen Special Custom,Vodak,Diolen Special Custom,8.5,9,7,,$135.00,1
Worz Klondike Bar,Worz,Klondike Bar,8.5,7.5,7,9.1,$55.00,2
Xi Enting APaQi X969,Xi Enting ,APaQi X969,9.6,9,9,9.5,$37.00,3
Xi Enting Flying Dragon X360,Xi Enting ,Flying Dragon X360,9,8,7,8,$20.00,1
Xi Enting POWER CARBON,Xi Enting ,POWER CARBON,8.5,8,5,9,$10.00,1
Xi Enting Shark 686,Xi Enting ,Shark 686,9.3,8.9,7.3,8.9,$30.00,15
Xi Enting Tiger 560,Xi Enting ,Tiger 560,8.7,8.6,5.5,8.7,$25.00,8
Xi Enting Triceratops X460,Xi Enting ,Triceratops X460,9,8,7,,$25.00,1
Xi Up Decimate,Xi Up ,Decimate,9,8,5,9,$35.00,1
Xiom Acro,Xiom,Acro,8.4,8.4,4.7,8.6,$65.00,6
Xiom Aigis,Xiom,Aigis,6.7,9.6,1.6,9,$65.00,15
Xiom Allround S,Xiom,Allround S,8.2,9.2,4,9.1,$50.00,6
Xiom Amadeus,Xiom,Amadeus,8.4,8.7,8.5,9.1,$123.00,9
Xiom Aria,Xiom,Aria,8.7,8.5,5.4,8.9,$65.00,13
Xiom Aria Lite,Xiom,Aria Lite,8.2,8.5,6.3,9.1,$55.00,7
Xiom Athena RSM Gold,Xiom,Athena RSM Gold,9.6,8.1,6,9.1,$750.00,3
Xiom Athena RSM Platinum,Xiom,Athena RSM Platinum,9.1,8.2,8,9.1,$500.00,7
Xiom Athena RSM Silver,Xiom,Athena RSM Silver,9,7.2,5,9.1,$300.00,1
Xiom Axelo,Xiom,Axelo,9.4,8.3,7.1,9.2,$95.00,20
Xiom Control OFF,Xiom,Control OFF,9,8,7,9,$108.00,1
Xiom Diva,Xiom,Diva,8.4,9.4,4.7,9.3,$38.00,22
Xiom Extreme S,Xiom,Extreme S,9.2,9,6.8,9.3,$50.00,20
Xiom Feel AX,Xiom,Feel AX,8.5,9.5,7,9.5,$85.00,1
Xiom Feel HX,Xiom,Feel HX,8.7,9,7,9,$105.00,1
Xiom Feel HX PRO,Xiom,Feel HX PRO,9.2,9.4,6,9,$120.00,2
Xiom Feel SX,Xiom,Feel SX,8.5,8.5,5,8.8,$100.00,1
Xiom Feel ZX2,Xiom,Feel ZX2,9.7,9.6,5.5,9.5,$130.00,5
Xiom Feel ZX3,Xiom,Feel ZX3,9,9.4,7,9.4,$220.00,2
Xiom Fuga,Xiom,Fuga,8.3,8,4.2,8.8,$62.00,22
Xiom Hayabusa Z,Xiom,Hayabusa Z,8.6,9,5,9.7,$130.00,2
Xiom Hayabusa Z+,Xiom,Hayabusa Z+,9.5,9.3,5.8,9.5,$150.00,6
Xiom Hayabusa Zi,Xiom,Hayabusa Zi,8.6,8.5,6.2,8.4,$140.00,7
Xiom Hayabusa ZX,Xiom,Hayabusa ZX,8.9,8.9,4.3,9.1,$180.00,6
Xiom Hayabusa ZXi,Xiom,Hayabusa ZXi,9.6,8.7,7,9.3,$180.00,30
Xiom Hibi O,Xiom,Hibi O,8.5,9.5,5,9.5,$120.00,2
Xiom Hinoki S7,Xiom,Hinoki S7,8.9,8.8,6,9,$68.00,2
Xiom ICE CREAM AZX,Xiom,ICE CREAM AZX,9.1,9.1,9,9.7,$175.00,3
Xiom ICE CREAM AZXi,Xiom,ICE CREAM AZXi,8.9,9.6,5,10,$215.00,5
Xiom Ignito,Xiom,Ignito,9.1,9.1,5.8,9.4,$85.00,14
Xiom Jazz,Xiom,Jazz,7.1,8.5,3.5,8.8,$75.00,6
Xiom KATANA Platinum CP,Xiom,KATANA Platinum CP,9,7,10,9,$800.00,1
Xiom KATANA Platinum Special CP,Xiom,KATANA Platinum Special CP,9.1,9.5,7,9.3,$950.00,2
Xiom Magellan,Xiom,Magellan,7.5,9,2.5,8.5,$125.00,2
Xiom Michelangelo,Xiom,Michelangelo,6.5,8.3,7.3,7.8,$125.00,3
Xiom Musa Asia,Xiom,Musa Asia,8,9,5,8.5,$50.00,1
Xiom Musa Euro,Xiom,Musa Euro,6,9.5,3,8.5,$50.00,1
Xiom Offensive S,Xiom,Offensive S,8.4,9.2,4.6,9.5,$37.00,36
Xiom Omega Euro,Xiom,Omega Euro,8.5,9,7,9.5,$110.00,1
Xiom Omega Pro,Xiom,Omega Pro,9.2,9.5,4.3,9.6,$117.00,3
Xiom Omega Tour,Xiom,Omega Tour,9,9.4,7,9.5,$130.00,2
Xiom Powerlite Plus,Xiom,Powerlite Plus,9,7,10,9,$100.00,1
Xiom Solo,Xiom,Solo,8.3,9.3,4.6,9.2,$60.00,7
Xiom Speed,Xiom,Speed,9.2,8.9,5,9.4,$178.00,3
Xiom Stradivarius,Xiom,Stradivarius,8.9,8.6,6.5,9,$135.00,50
Xiom Strato,Xiom,Strato,9.5,8.8,7,9.5,$73.00,30
Xiom V1,Xiom,V1,8.7,9.1,5.9,9.3,$85.00,9
Xiom V1 Quad,Xiom,V1 Quad,9.1,8.6,7,9.3,$105.00,13
Xiom Vega Euro,Xiom,Vega Euro,8.6,9.3,6.1,9.5,$140.00,18
Xiom Vega Pro,Xiom,Vega Pro,8.7,9.2,6,9.3,$180.00,21
Xiom Vega Tour,Xiom,Vega Tour,9.5,9.6,6.7,9.5,$180.00,28
Xiom Xiom Athena Hinoki Platinum RSM,Xiom,Xiom Athena Hinoki Platinum RSM,10,10,10,10,"$1,000.00",1
Xiom Zeta Offensive,Xiom,Zeta Offensive,9,7.5,,6,$45.00,2
Xiom Zeta Offensive Plus,Xiom,Zeta Offensive Plus,8.8,7.3,6,8.4,$120.00,3
Xiom Zetro Quad,Xiom,Zetro Quad,9,8.9,5.9,9.4,$95.00,71
XuShaoFa Wooden F-4,XuShaoFa,Wooden F-4,7.1,6.2,5,8,$30.00,1
XuShaoFa Wooden F-6,XuShaoFa,Wooden F-6,8.1,9,7,8.6,$23.00,1
XVT ALC WHEEL,XVT,ALC WHEEL,9,8.5,7.5,7.8,$27.00,4
XVT Allround Classic,XVT,Allround Classic,8.2,9.1,4.5,8.8,$15.00,4
XVT Archer B Carbon,XVT,Archer B Carbon,8.5,7.8,7,8.2,$8.00,2
XVT Black Knight 7,XVT,Black Knight 7,9.2,9.2,6.1,9.2,$20.00,10
XVT Cannon,XVT,Cannon,9.1,9,8.5,9.2,$30.00,2
XVT Cannon Walnut,XVT,Cannon Walnut,8.6,8.9,7.5,,$35.00,2
XVT Carbo V,XVT,Carbo V,8.8,8.8,7,8.5,$15.00,1
XVT Hinoki ALC Carbon,XVT,Hinoki ALC Carbon,8.5,8.7,7,,$30.00,1
XVT Hinoki Balsa Carbon,XVT,Hinoki Balsa Carbon,8.7,8.5,7,9.1,$22.00,5
XVT Hinoki ZL Carbon,XVT,Hinoki ZL Carbon,9.2,9.4,6.9,9.3,$37.00,8
XVT Hybrid,XVT,Hybrid,8.7,8,,8.8,$22.00,1
XVT Nano Carbo 40+,XVT,Nano Carbo 40+,9.3,8.8,8.5,9,$27.00,2
XVT Rose Wood Nano 7,XVT,Rose Wood Nano 7,9.1,8.7,5.7,9.2,$50.00,6
XVT Single Hinoki 1Ply Hinoki 800,XVT,Single Hinoki 1Ply Hinoki 800,8.7,9,7,8.5,$37.00,1
XVT Spring ZL,XVT,Spring ZL,9,8,7,,$35.00,1
XVT ZL Koto,XVT,ZL Koto,9.7,9.8,6.3,9.8,$29.00,4
XVT ZLC Carbon,XVT,ZLC Carbon,9.2,9,5,8.1,$30.00,2
Yasaka Advance 3D,Yasaka,Advance 3D,9,9.2,4.3,9.4,$50.00,8
Yasaka Allround 40,Yasaka,Allround 40,8,8,,9,$35.00,2
Yasaka Allround Plus,Yasaka,Allround Plus,7.9,8.9,3,8.9,$48.00,4
Yasaka Alnade,Yasaka,Alnade,9.4,9.2,6.7,9.6,$100.00,8
Yasaka Balsa,Yasaka,Balsa,7.5,7.7,6,7.8,$38.00,10
Yasaka Balsa Plus,Yasaka,Balsa Plus,8.5,8.1,4.6,7.5,$40.00,6
Yasaka Battle Balsa,Yasaka,Battle Balsa,8,9,3,9.5,$42.00,1
Yasaka Carbon 3D,Yasaka,Carbon 3D,8,8.6,5.4,8.4,$75.00,5
Yasaka Dynamix 17,Yasaka,Dynamix 17,9.5,9,8.4,9.6,$73.00,51
Yasaka Eagle,Yasaka,Eagle,7.7,8,7,8,$33.00,3
Yasaka Ebony Carbon,Yasaka,Ebony Carbon,9.7,8.7,5,9.5,$75.00,1
Yasaka Extra,Yasaka,Extra,7.4,9,3.9,9.1,$40.00,24
Yasaka Extra 3 D,Yasaka,Extra 3 D,8.1,8.7,3.7,8.7,$35.00,3
Yasaka Extra 3D Soft Carbon,Yasaka,Extra 3D Soft Carbon,8.2,8.2,4.5,8.4,$60.00,4
Yasaka Extra 7,Yasaka,Extra 7,8.1,8.3,5.5,8.7,$30.00,4
Yasaka Extra Offensive 7 Power,Yasaka,Extra Offensive 7 Power,9.2,9,6.5,9.5,$45.00,16
Yasaka Extra Special,Yasaka,Extra Special,8.7,8.8,5.4,8.9,$41.00,24
Yasaka Galaxya,Yasaka,Galaxya,8.4,9,5,8.9,$55.00,5
Yasaka Galaxya Carbon,Yasaka,Galaxya Carbon,9.5,8.6,7.5,9.1,$70.00,6
Yasaka Gatien 2040,Yasaka,Gatien 2040,6.2,8.3,4.3,7.5,$31.00,3
Yasaka Gatien Allround,Yasaka,Gatien Allround,6.7,9.3,5,9,$42.00,3
Yasaka Gatien Carbon 3D,Yasaka,Gatien Carbon 3D,,,,,$65.00,1
Yasaka Gatien Extra,Yasaka,Gatien Extra,7.6,8.9,3.7,8.8,$38.00,41
Yasaka Gatien Extra 3D,Yasaka,Gatien Extra 3D,7.8,8.6,3,8.6,$42.00,7
Yasaka Gatien OVERDRIVE Metal,Yasaka,Gatien OVERDRIVE Metal,8.6,8.5,6.7,8.9,$40.00,7
Yasaka Goiabao 5,Yasaka,Goiabao 5,9.4,9.1,6,9.5,$52.00,33
Yasaka Hasha Deluxe,Yasaka,Hasha Deluxe,9.8,8.3,6.3,9.5,$63.00,4
Yasaka Hinoki Leo 7,Yasaka,Hinoki Leo 7,9.1,9,4.6,9.1,$80.00,5
Yasaka Kan Yo Fiber Special,Yasaka,Kan Yo Fiber Special,8.5,8,5,,,2
Yasaka Katsura,Yasaka,Katsura,7,7,7,8,$40.00,1
Yasaka Ma Lin Carbon,Yasaka,Ma Lin Carbon,8.7,8.2,5.4,8.7,$60.00,19
Yasaka Ma Lin Extra Offensive,Yasaka,Ma Lin Extra Offensive,8.6,8.6,5.8,9.1,$34.00,73
Yasaka Ma Lin Extra Special,Yasaka,Ma Lin Extra Special,9,9,4,9.3,$60.00,6
Yasaka Ma Lin Hard Carbon,Yasaka,Ma Lin Hard Carbon,8.9,8.3,5.7,9,$70.00,3
Yasaka Ma Lin Max Carbon,Yasaka,Ma Lin Max Carbon,9.2,9,6,9.1,$54.00,5
Yasaka Ma Lin Soft Carbon,Yasaka,Ma Lin Soft Carbon,7.8,8,4.8,8.3,$50.00,18
Yasaka Mark V Special Edition,Yasaka,Mark V Special Edition,7.7,7.8,4.3,7.2,$39.00,3
Yasaka Max Carbon 3D,Yasaka,Max Carbon 3D,9.7,8.4,8.7,9.3,$62.00,16
Yasaka Max Wood,Yasaka,Max Wood,9.1,7.9,6.3,8.8,$41.00,7
Yasaka Musashi,Yasaka,Musashi,8.8,8.5,3.3,8.8,$50.00,7
Yasaka Musashi Delux,Yasaka,Musashi Delux,8.9,9,5.6,9,$44.00,7
Yasaka Musashi Gold W76,Yasaka,Musashi Gold W76,9.5,9,7,9.5,$50.00,1
Yasaka Offensive 40,Yasaka,Offensive 40,8.5,10,5,10,$39.00,1
Yasaka Overdrive,Yasaka,Overdrive,9,8.8,7,9.4,$45.00,1
Yasaka Reinforce LT,Yasaka,Reinforce LT,8.8,9.3,5.5,9.9,$70.00,4
Yasaka Silverline 9 Wood,Yasaka,Silverline 9 Wood,9.6,8.4,7,9,$41.00,2
Yasaka Silverline All Wood,Yasaka,Silverline All Wood,8.4,9.2,6.2,9.3,$54.00,6
Yasaka Silverline Carbon,Yasaka,Silverline Carbon,9,8.8,5.2,9.3,$50.00,11
Yasaka Spelancer,Yasaka,Spelancer,9.7,7,8.3,8.7,$100.00,9
Yasaka Sweden Classic,Yasaka,Sweden Classic,6.8,9.2,2.8,8.7,$40.00,24
Yasaka Sweden Defensive,Yasaka,Sweden Defensive,6.5,9.5,3,8.6,$45.00,1
Yasaka Sweden EK Carbon,Yasaka,Sweden EK Carbon,9,8.4,7.5,9.1,$56.00,2
Yasaka Sweden Extra,Yasaka,Sweden Extra,8,9.3,3.6,9.2,$35.00,26
Yasaka Sweeper,Yasaka,Sweeper,5.4,9.3,4,9.1,$45.00,4
Yasaka Synergy,Yasaka,Synergy,8.7,8.3,6.3,8.9,$41.00,4
Yasaka X1,Yasaka,X1,9.4,7.4,6.9,8.3,$46.00,10
Yasaka Yagyu,Yasaka,Yagyu,8,9,5,8.5,$33.00,1
Yasaka Yagyu 3 (III),Yasaka,Yagyu 3 (III),9.3,8.8,8,9,$48.00,3
